word,definition,pronunciation
Rectigrade,Moving in a straight line,rektikrate
Rota,Roster,rota
Item,Likewise; also,item
Celesta,Keyboard instrument with hammers that strike on steel plates,selesta
Intempestive,Unseasonable; untimely; inopportune,intempestife
Layette,Baby's complete set of clothing,layete
Planigraphy,Drawing of ground plans,planikraf
Troilism,Sexual activity between three people,troilism
Nucha,The nape of the neck,nuksha
Omniloquent,Speaking on all subjects,omnilokuent
Provenance,Source; origin,profenanse
Echinuliform,Resembling small spines,ekshinuliform
Overcrow,To crow or triumph over,oferkro
Apprompt,To borrow,aprompt
Grayling,Silver-grey freshwater fish,kralink
Veriloquent,Speaking truthfully; truthful,ferilokuent
Demonography,Study and description of demons,temonokraf
Auricomous,Having golden or blond hair,aurikomous
Kylin,Chinese mythical animal,klin
Affreightment,Hiring of a vessel,afreitment
Stagmometer,Instrument for measuring number of drops in volume of liquid,stakmometer
Ukeke,Hawaiian mouth harp with two or three strings,ukeke
Nacre,Mother-of-pearl,nakre
Thalassian,Marine; type of sea turtle,thalaksian
Garner,Granary; store of anything,karner
Quaviver,Fish otherwise known as the sea-dragon or dragonet,kuafifer
Kamerad,To surrender,kamerat
Reticular,"Of, like or pertaining to nets; intricate",retikular
Tepor,State of being tepid or lukewarm,tepor
Lorgnon,An eyeglass,lorknon
Scanderoon,Homing pigeon,skanteron
Borborology,Filthy talk,borboroloj
Truculent,Belligerent; cruel; pugnacious; defiant; aggressive,trukulent
Eutexia,The property of being easily melted,euteksia
Fritiniency,The noise of insects,fritiniens
Winglet,A small wing,winklet
Dop,Copper cup for holding a diamond while cutting it,top
Maudlin,Tearfully sentimental,mautlin
Turbary,Right to take peat from another's ground,turbar
Ambeer,Juice from chewing tobacco,amber
Omnigenous,Of all kinds,omnijenous
Ubiquarian,One who seems to be everywhere at once,ubikuarian
Inusitation,Disuse; disrepair,inusitaxion
Executancy,Technique in music,eksekutans
Niccolic,"Made of, like or pertaining to nickel",nikkolik
Corpocracy,Government by corporate bureaucrats,korpokras
Nyctophobia,Fear of the night or darkness,nktofobia
Sedimentology,Study of sediment,setimentoloj
Replevin,Repossession of stolen goods pending outcome of lawsuit,replefin
Transire,Ship's customs warrant for clearing goods,transire
Xanthareel,Yellow eel formerly used in medicinal foods,santharel
Loxodromy,Study of sailing along rhumb-lines,loksotrom
Vibraslap,Modern percussion instrument with rod and ball,fibraslap
Gnome,Short pithy saying or proverb,nom
Xylogenous,Growing on wood,slojenous
Mystagogical,"Of, like or pertaining to religious ritual initiation",mstakojikal
Meropia,Partial blindness,meropia
Jurel,Coastal fish of southern United States,jurel
Binate,Doubled; coupled,binate
Cairngorm,Yellow-brown quartz,kairnkorm
Wight,A supernatural man-like being,wit
Bovicide,Slaughter of cattle; one who kills cattle,bofisite
Labile,Adaptable; unstable,labile
Socage,Feudal land tenure by fixed service,sokaje
Jitterbug,Jazz dance featuring vigorous acrobatic feats,jiterbuk
Planiloquent,Speaking plainly,planilokuent
Glanduliferous,Bearing glands,klantuliferous
Withe,Partition between chimney flues,withe
Foliaceous,Bearing leaves; leaf-like,foliaseous
Nephogram,Photograph of clouds,nefokram
Quincunx,Five things with four at corners and one in middle,kuinkunks
Phaeton,Open four-wheeled carriage,faeton
Afterclap,Unexpected damaging or unsettling after-effect,afterklap
Vendange,Grape harvest,fentanje
Quatrefoil,Four-petalled flower; design or ornament with four flowers or leaves,kuatrefoil
Ecarlate,"Fine woollen cloth, usually dyed scarlet",ekarlate
Expeditate,To deprive of the ball of the foot or the claws,ekspetitate
Mainmast,Sailing ship's principal mast,mainmast
Griffade,Sudden seizure with the claws,krifate
Anemometer,Instrument for measuring wind velocity,anemometer
Ceruminiferous,Bearing or yielding ear wax,seruminiferous
Armipotent,Having strong weapons; militarily potent,armipotent
Quab,Something unfinished or immature; unfledged bird,kuab
Whift,A slight puff or blast,wift
Tastevin,Wine taster,tastefin
Kitenge,Brightly coloured East African cotton fabric,kitenje
Hymnicide,Killing of a hymn through inappropriate alterations,hmnisite
Dolose,Having evil or malicious intent,tolose
Flummery,Anything insipid; empty compliment; humbug,flumer
Pyrophanous,Becoming transparent when heated,profanous
Expiate,To make amends for wrong,ekspiate
Zygon,Connecting bar,skon
Prefulgent,Extremely bright,prefuljent
Hymeneal,"Of, like or pertaining to marriage",hmeneal
eolienne,Fine silk and wool,eoliene
Hylotomous,Wood-cutting,hlotomous
Pollent,Strong,polent
Hobnail,Thick and strong nail for shoeing horses,hobnail
Mariculture,Cultivation of aquatic flora and fauna,marikulture
Batrachian,"Of, like or pertaining to frogs or toads",batrakshian
Eikonology,Metaphor,eikonoloj
Belling,Deer's mating call,belink
Fanion,Small flag used in surveying,fanion
Excarnate,To remove flesh from,ekskarnate
Bufoniform,Shaped like a toad,bufoniform
Galvanometer,Instrument for measuring electrical current,kalfanometer
Quoit,Heavy flat ring thrown over pin in a game like horseshoes,kuoit
Criophore,Sculpture of a man carrying a ram,kriofore
Obnixely,Earnestly; strenuously,obniksel
Oligosyllable,Word of few syllables,olikoslable
Delitescent,Latent,telitessent
Linography,Photographic reproduction on linen,linokraf
Alexipharmic,Antidote,aleksifarmik
Anthropotheism,Belief that gods are only deified men,anthropotheism
Antimony,"Brittle, bluish-white metallic element",antimon
Catholicos,Primate of Armenian or Nestorian church,katholikos
Obtend,To put forward or allege,obtent
Vittate,Striped lengthwise,fitate
Margaric,Pearl-like,markarik
Ucalegon,Neighbour whose house is on fire,ukalekon
Rancescent,Becoming rancid,ransessent
Paedophilia,Abnormal love or sexual attraction for children,paetofilia
Adessive,Indicating place where or proximity to,atesife
Mullock,Nonsense; rubbish,mulok
Muriphobia,Fear of mice,murifobia
Zoophily,Loving or caring for animals; bestiality,sofil
Gelogenic,Tending to produce laughter,jelojenik
Zelotypia,Jealousy; excessive zeal in carrying out a project,selotpia
Chymiferous,Bearing chyme,shmiferous
Bullyrag,To assault with abusive language; to badger,bulrak
Apositia,Dislike of or distaste for food,apositia
Mollities,Softness; softening,molities
Zymology,Science of fermentation,smoloj
Guaniferous,Bearing dung,kuaniferous
Oncosimeter,Instrument measuring variations in density of molten metal,onkosimeter
Naviform,Boat-shaped,nafiform
Biretta,Square three-ridged cap worn by Catholic clergy,bireta
Iotize,To add the letter 'i' before another letter,iotise
Bethel,A place of worship for seamen; nonconformist chapel,bethel
Windlass,Circuitous movement; indirect action,wintlas
Villus,Soft velvety hair or fur,filus
Glandiform,Gland-shaped; acorn-shaped,klantiform
Lipsanographer,One who writes about relics,lipsanokrafer
Hypometropia,Shortsightedness,hpometropia
Barnard,Member of gang of thieves who acts as decoy,barnart
Nodosity,Knottiness; a knotty swelling,notosit
Bezesteen,Eastern marketplace,besesten
Morganise,To secretly do away with,morkanise
Steatopygous,Fat-buttocked,steatopkous
Vaccimulgence,Cow milking,faksimuljense
Ultramicroscope,Instrument for viewing extremely small objects,ultramikroskope
Isogloss,Line connecting points of similar regional dialect,isoklos
Rottack,Rubbish; nonsense,rotak
Malchus,Short cutting sword,malkshus
Luteous,Golden-yellow,luteous
Oculate,Having eyes,okulate
Dolmen,Prehistoric structure or tomb of unhewn stones,tolmen
Noema,"Stating something obscurely, forcing listeners to work it out",noema
Odorimetry,Measurement of strength and persistence of odours,otorimetr
Quellio,A Spanish ruff,kuelio
Rubefy,To redden,rubef
Revalescent,Convalescent,refalessent
Maximalism,Uncompromising adherence to extreme demands,maksimalism
Opinionator,One who holds or gives an opinion,opinionator
Repugn,To fight against; to oppose,repun
Zoster,A girdle,soster
Podex,Rump; anal region,poteks
Virose,Poisonous; foul,firose
Clyster,Enema,klster
Collocation,The placing of things together,kolokaxion
Tangoreceptor,Sensory receptor responding to touch,tankoreseptor
Panglossian,Overly optimistic,pankloksian
Trilemma,Quandary having three choices,trilema
Fictor,Sculptor; one who makes images from clay,fiktor
Bolar,"Of, like or pertaining to clay",bolar
Flacon,Scent-bottle,flakon
Bakelite,Type of solid plastic,bakelite
Atpatruus,Great-grandfather's grandfather's brother,atpatrus
Francolin,Type of Asian and African partridge,frankolin
Apodysophilia,Feverish desire to undress,apotsofilia
Imputation,Attribution of fault to,imputaxion
Anaglyph,Ornament in low relief,anaklf
Lacuscular,"Of, like or pertaining to pools",lakuskular
Apposite,Appropriate,aposite
Animadvert,To comment critically on; to censure,animatfert
Quarred,Soured; clotted,kuaret
Admanuensis,One who takes an oath on a religious book,atmanuensis
Wallflower,Yellowish-red,walflower
Lagan,Cargo jettisoned from ship but marked by buoys for recovery,lakan
Metromania,Insatiable desire for writing verse,metromania
Gerendum,Something that is to be done,jerentum
Desquamate,To scale or flake off,teskuamate
Adscript,Attached or feudally bound to the soil or earth,atskript
Bonzery,Buddhist monastery,bonser
Fierasfer,Small parasitic Mediterranean fish,fierasfer
Disgregation,Separation; scattering,tiskrekaxion
Parousia,Second coming of Christ,parouksia
Locuplete,Well-stored,lokuplete
Furfuraceous,Branny; scaly,furfuraseous
Ichnogram,Footprint,ikshnokram
Torporific,Causing dullness or numbness,torporifik
Rookery,State of confusion,roker
Brumal,"Of, like or pertaining to winter",brumal
Vermiferous,Bearing or producing worms,fermiferous
Fiddlededee,Nonsense,fitletete
Stammel,"Coarse woollen fabric, usually dyed red; bright red colour",stamel
Foreright,Directly in front of,forerit
Percaline,Glossy lightweight cotton,perkaline
Genappe,Smooth worsted yarn,jenape
Worsement,Deterioration or deprecation of property without the owner's consent,worsement
Galeated,Shaped like a helmet,kaleatet
Preagonal,Immediately preceding death throes,preakonal
Planisphere,Sphere projected onto a plane; map of the heavens,planisfere
Whencesoever,From whatsoever place or source,wensesoefer
Lubricity,Greasiness; wiliness,lubrisit
Squandermania,Irrational propensity for spending money wastefully,skuantermania
Consentient,Unanimous; of one accord,konsentient
Oakus,Wallet; pocket billfold,oakus
Effete,Weak or worn-out; degenerate,efete
Pentimento,Revealing of part of a painting beneath a newer one,pentimento
Vacherin,Sweet mixture of meringue and whipped cream,faksherin
Trabeculated,Transversely barred,trabekulatet
Yulo,Chinese sculling oar,yulo
Assizer,Officer or judge in charge of weights and measures,asiser
Ferity,State of savagery or barbarism,ferit
Juvenilia,Works of one's youth; early works of an artist or author,jufenilia
Trichoclasis,Brittleness of hair,trikshoklasis
Quoll,Native cat-like marsupial of Australia,kuol
Impacable,Not able to be quieted or appeased,impakable
Chronosynchronicity,Presentation of all stages of a person's life in a single piece of art,shronosnkshronisit
Allocatur,Amount allowed for costs,alokatur
Libken,Place to sleep in,libken
Energumen,Individual inhabited by an evil spirit,enerkumen
Yarnwindle,Tool for winding yarn into a ball,yarnwintle
Dedans,Spectators at a court tennis match,tetans
Hippology,The study of horses,hipoloj
Verruca,Wart,feruka
Advocaat,Liqueur containing rum and raw eggs,atfokat
Coniferous,Bearing cones,koniferous
Uranoplasty,Plastic surgery on the hard palate,uranoplast
Interfenestration,Spacing of windows,interfenestraxion
Sphygmograph,Instrument for recording pulse,sfkmokraf
Debridement,The removal of foreign matter from a wound,tebritement
Blesiloquent,Speaking with a stammer or lisp,blesilokuent
Diaclastic,Refractory,xiaklastik
Ephectic,Tending to reserve judgement,efektik
Rollick,Exuberant jollity; to frolic gaily,rolik
Ethopoeia,Delineation of the character of someone or something,ethopoeia
Iter,Circuit; path; road or line of travel,iter
Heuristic,Helping to discover by trial and error,heuristik
Adynaton,Rhetorical use of a nearly impossible situation for emphasis,atnaton
Quod,Prison,kuot
Fictile,"Capable of being moulded; of, like or pertaining to pottery",fiktile
Isodose,Line connecting points that receive equal doses of radiation,isotose
Tachometer,Instrument for measuring speed of rotation,takshometer
Episemon,Badge or characteristic device; one of three extra Greek numeral-letters,episemon
Russet,Reddish brown,ruset
Intussusception,Movement of one part of a thing into another,intusussepxion
Thermaesthesia,Sensitivity to heat or cold,thermaestheksia
Pornomania,Obsession with pornography,pornomania
Medullary,Consisting of or resembling marrow or pith,metular
Mbira,African musical instrument made of a hollow resonator and metal vibrating strips,mbira
Flabelliform,Shaped like a fan,flabeliform
Irascent,Becoming enraged or angry,irassent
Falconine,"Of, like or pertaining to falcons or hawks",falkonine
Phycology,Study of algae and seaweeds,fkoloj
Quipu,Knotted cords used as Inca mnemonic device,kuipu
Dromestoners,Persons who remove stones from temporary airfields,tromestoners
Neolagnium,Puberty,neolaknium
Zooarchaeology,Study of animal remains of archaeological sites,soarkshaeoloj
Convolve,To roll together,konfolfe
Macrocosm,Large and complex structure considered as a whole,makrokosm
Sough,To sigh or murmur as the wind does,souf
Pectoriloquy,Sound of patient's voice as heard through stethoscope,pektoriloku
Ultion,Revenge; vengeance,ulxion
Gemel,Twinned; occurring in pairs,jemel
Balaniferous,Acorn-bearing,balaniferous
Incipient,Beginning; in an early stage,insipient
An,If,an
Cheiloplasty,Plastic surgery on the lip,sheiloplast
Functionalism,Doctrine emphasising utility and function,funkxionalism
Rubaboo,Pemmican broth,rubabo
Seismotherapy,Medical therapy using vibrations,seismotherap
Wantage,Deficiency; shortage,wantaje
Motrix,Female motor,motriks
Largition,Giving of largess,larjixion
Hocco,South American bird resembling a turkey,hokko
Oleograph,Print in oil-colours to imitate an oil painting,oleokraf
Ombrometer,Rain-gauge,ombrometer
Neocracy,Government by new or inexperienced rulers,neokras
Thalassophobia,Fear of the sea,thalasofobia
Plenipotence,Absolute power,plenipotense
Farcinate,To fill the stomach with food,farsinate
Quinternion,Set of five sheets of paper,kuinternion
Rideau,Ridge or mound of earth used for defense,riteau
Estoppage,Preventing someone from alleging a fact due to prior denial,estopaje
Brank,To prance; toss the head; to strut,brank
Ketjak,Traditional Balinese dance accompanied by male chorus,ketjak
Quintant,Device like a sextant for making astronomical observations,kuintant
Kame,Steep irregular ridge,kame
Baptistery,Part of church reserved for performing baptisms,baptister
Terrazzo,Flooring of chips of marble,teraso
Triglyph,Architectural ornament of tablet bearing two V-shaped channels,triklf
Materialism,Belief that matter is the only extant substance,materialism
Spargefication,Act of sprinkling or scattering,sparjefikaxion
Viniferous,Producing wine,finiferous
Gymnasiast,A pupil in a gymnasium,jmnaksiast
Typhonic,Having the character of a whirlwind or tornado,tfonik
Cymotrichous,Wavy-haired,smotrikshous
Imbricate,To lay overlapping one another,imbrikate
Cafard,Depression; the blues,kafart
Jarabe,Mexican dance for male and female partners,jarabe
Vagulate,To wander; to waver,fakulate
Mortise,Hole or recess made in wood to receive a tenon,mortise
Halieutics,Study of fishing,halieutiks
Viscacha,South American burrowing rodent,fiskaksha
Anemocracy,Government by the wind or by whim,anemokras
Teleology,Study of final causes; analysis in terms of purpose,teleoloj
Mesology,Ecology,mesoloj
Ebberman,One who fishes under bridges,eberman
Waterish,Resembling or filled with water; insipid or diluted,wateriksh
Cnicnode,Point where tangents form a cone of the second order,kniknote
Grysbok,Small speckled south African antelope,krsbok
Nuciform,Shaped like a nut,nusiform
Rictal,Of the gape; of the corner of the mouth,riktal
Xanthoma,Disease characterized by yellow patches on the skin,santhoma
Helminthoid,Worm-shaped,helminthoit
Hetairism,Concubinage; system of communal marriage,hetairism
Transmigrationism,Belief that soul passes into other body at death,transmikraxionism
Zug,Waterproof leather used for boots,suk
Infructuous,Not fruitful,infruktuous
Sepelition,Burial,sepelixion
Emption,The act of buying; purchase,empxion
Acratia,Impotence,akratia
Neotechnic,Of or relating to development of new technology,neotekshnik
Zendik,Heretic; magician,sentik
Tontine,Annuity scheme where benefits increase as members die,tontine
Thewe,Pillory for women that keeps the legs together,thewe
Noegenesis,Production of knowledge,noejenesis
Premotion,Divine impulse determining the will,premoxion
Whereinto,Into which; into what,wereinto
Conspue,To despise; to abhor; to loathe,konspue
Wedeln,Skiing in a swiveling motion with skis close together,weteln
Regreet,To exchange greetings,rekret
Martingale,Strap between horse's forelegs to keep its head down,martinkale
Plexiform,Shaped like a network,pleksiform
Monstrance,Vessel used to expose the Eucharist,monstranse
Fissility,Ability to be split,fisilit
Stenopaeic,With a narrow opening,stenopaeik
Tot,Bone or other object retrieved from garbage pile,tot
Tabific,Wasting; consumptive; producing tabes,tabifik
Pangram,Sentence containing all the letters of the alphabet,pankram
Formicate,Resembling an ant,formikate
Icterogenic,Causing jaundice,ikterojenik
Phacochoerine,"Of, like or pertaining to warthogs",fakokshoerine
Beloid,Shaped like an arrow,beloit
Pseudohermaphroditism,Condition in which sex chromosomes and genitals are of different sexes,pseutohermafrotitism
Hippic,"Of, like or pertaining to horses",hipik
Tiller,Handle or lever for turning a ship's rudder,tiler
Waulker,Cloth fuller,waulker
Fiacre,Hackney coach; cab,fiakre
Maulstick,Stick used by painters to steady the hand,maulstik
Pyroclastics,Ash and other material released by volcano,proklastiks
Synastry,Comparison of horoscopes of two or more people,snastr
Comity,Courteousness; civility,komit
Sidereal,"Of, like or pertaining to the stars",sitereal
Quidsworth,Able to be bought for one pound,kuitsworth
Comedogenic,Causing blackheads,kometojenik
Metempirical,Beyond the scope of knowledge,metempirikal
Swink,To toil; to labour,swink
Andiron,Iron bar used to support the end of a log in a fire,antiron
Worksome,Industrious,worksome
Lovat,Grey-green; blue-green,lofat
Mactation,Killing or slaughter of a sacrificial victim,maktaxion
Viertel,Liquid measure of one-quarter litre of alcoholic beverage,fiertel
Pedicular,"Of, like or pertaining to lice",petikular
Hoyden,Tomboy,hoten
Hoggaster,"Young sheep, hog, or boar",hokaster
Nancifully,In an effeminate manner,nansiful
Mycetism,Fungus poisoning,msetism
Shambolic,Chaotic,shambolik
Meiosis,Understatement of size or importance for rhetorical effect,meiosis
Frugivorous,Eating fruit,frujiforous
Agacerie,Allurement; coquetry,akaserie
Usward,Toward us,uswart
Palmiped,Web-footed,palmipet
Gradiometer,Instrument for measuring gradient of a physical quantity,kraxiometer
Isothere,Line connecting points of equal summer temperature,isothere
Pasigraphy,A system of universal ideographic writing,pasikraf
Immanent,Inherent; permanently pervading the universe,imanent
Penates,Household gods of a Roman family,penates
Litany,Prayer of supplication in responsive style,litan
Bobstay,Rope used on ships to steady the bowsprit,bobsta
Swasivious,Agreeably persuasive,swasifious
Narthex,Small entrance or porch to a church,nartheks
Farruca,Spanish gypsy dance with sudden tempo and mood changes,faruka
Foumart,Polecat,foumart
Ovarious,Consisting of eggs,ofarious
Scabious,"Of, like or pertaining to scabies or scabs",skabious
Hypercathexis,Manic desire for a particular object,hperkatheksis
Theotechny,Use of the gods as primary moving force in a poem or play,theotekshn
Intercipient,Intercepting,intersipient
Latinitaster,A petty scholar of Latin,latinitaster
Orohydrography,Description of the role of mountains in forming watersheds,orotrokraf
Locative,Indicating location or place where,lokatife
Monoptote,Word with one form for all cases; indeclinable noun,monoptote
Aniconic,Symbolizing without aiming at resemblance,anikonik
Gouache,Opaque watercolour paint,kouakshe
Isoglossal,Having similar speech patterns or language,isoklosal
Hamble,To mutilate a dog by cutting of the balls of its feet,hamble
Langley,Unit of solar radiation,lankle
Flinty,Unyielding; stern,flint
Fusee,Spindle in a watch on which the chain is wound,fuse
Hanap,Chalice used in communion whose cover is a second chalice,hanap
Iconometer,Instrument for finding size of object by measuring its image,ikonometer
Carferal,"Compound of carbon, iron and aluminum",karferal
Psephology,Study of election results and voting trends,psefoloj
Syssitia,Ancient Greek custom of eating chief meal together in public,ssitia
Tetanigenous,Causing tetanus,tetanijenous
Dactylonomy,Counting using the fingers and toes,taktlonom
Cyclosis,Circulation,sklosis
Hypostyle,Pillar,hpostle
Hygrometry,Science of humidity,hkrometr
Syndicalism,Doctrine of direct worker control of capital,sntikalism
Fadoodle,Nonsense,fatotle
Gymnosophy,Deep contemplation performed while naked,jmnosof
Cotillion,Elaborate ballroom dance with frequent changes of partner,kotilion
Disseize,To seize or deprive of property wrongfully,tiseise
Herpetography,Written description of herpes,herpetokraf
Falciform,Shaped like a sickle,falsiform
Ergo,Therefore; hence,erko
Quillon,Arm of the cross-guard of a sword handle,kuilon
Fascine,Bundle of brushwood used to fill ditches,fassine
Trocheameter,Instrument counting wheel's revolutions,troksheameter
Bonasus,Bison,bonasus
Reticello,Glass formed with decorative network of fine glass threads,retiselo
Cineast,One who takes artistic interest in motion pictures,sineast
Guillemet,Angled quotation marks used in French and some other foreign texts,kuilemet
Jeofail,Official or legal acknowledgement of a mistake,jeofail
Oligopsony,Market situation of few buyers of a service,olikopson
Pareschatology,Doctrine dealing with matters after death but before the end of the world,pareskhatoloj
Obsequent,Flowing in opposite direction to original slope of land,obsekuent
Philodox,One who loves his own opinions; dogmatic person,filotoks
Onymy,Scientific nomenclature,onm
Zebu,Ox with hump and dewlap,sebu
Monogenesis,Origin of offspring from identical parent,monojenesis
Weber,Unit of magnetic flux equal to 100 million maxwells,weber
Illision,The act of striking against something,iliksion
Iriscope,Instrument for exhibiting the prismatic colours,iriskope
Rep,Plain-woven fabric with crosswise ribs,rep
Ophiophagous,Eating snakes,ofiofakous
Perse,Dark blue or bluish-grey; cloth of such a colour,perse
Visionic,Having the character of a vision,fiksionik
Quietation,The action of quieting a person or persons,kuietaxion
Soothfast,Truthful; honest; faithful,sothfast
Lapactic,Purgative,lapaktik
Acoemeti,Ancient monastic order who maintained eternal choir service,akoemeti
Herdic,Low-hung carriage with back entrance,hertik
Solatium,Compensation given as solace for suffering or loss,solatium
Nymphean,"Of, like or pertaining to a nymph",nmfean
Cotquean,Man who does women's work,kotkuean
Youngberry,Dewberry similar to a loganberry,younkber
Iterant,Repeating; echoing,iterant
Crural,Of or belonging to the leg,krural
Riem,Rawhide thong,riem
Pleasance,Pleasure; enjoyment; complaisance,pleasanse
Pasguard,Armour for left arm and elbow to protect from lance strike while jousting,paskuart
Myriacanthous,Having many prickles,mriakanthous
Endemiology,Study of local diseases,entemioloj
Squill,Sea-onion,skuil
Ductia,Vigorous stamping dance,tuktia
Crapulent,Physically ill through overeating or overdrinking,krapulent
Incede,To advance majestically,insete
Drupaceous,"Of, like or pertaining to drupes or stone-fruits",trupaseous
Iceblink,Glare in the sky caused by light reflected off ice,iseblink
Hobbish,Clownish,hobiksh
Crescograph,Instrument for measuring the growth of plants,kreskokraf
Nitriary,Artificial bed of animal matter used to produce nitre,nitriar
Inferiae,Offerings to the spirits of the dead,inferiae
Wormil,Lump in the skin of an animal's back,wormil
Exsufflate,To blow away; to exorcise,ekssuflate
Ranine,"Of, like or pertaining to or like frogs",ranine
Coign,Angle; viewpoint,koin
Waldgrave,Old German title of nobility,waltkrafe
Pullastrine,"Of, like or pertaining to pigeons",pulastrine
Uraniscus,Roof of the mouth,uraniskus
Eunomia,State of being well governed,eunomia
Oersted,Unit of magnetic field strength,oerstet
Poriform,Having the form of a pore,poriform
Mammothrept,Spoiled child,mamothrept
Mancipation,Legal transfer by actual or symbolic sale,mansipaxion
Stactometer,Pipette with hollow bulb for counting drops,staktometer
Mesochroic,Having skin colour intermediate between light and dark,mesokshroik
Weasand,The gullet or windpipe,weasant
Kep,To catch an approaching object or falling liquid,kep
Recherche,"Carefully chosen, rare or exotic",reksherkshe
Onymous,Bearing the author's name,onmous
Dyslogia,Inability to express ideas due to mental incompetence,tslojia
Quinsy,Old disease like tonsilitis,kuins
Jacobin,Extremist or radical in politics,jakobin
Varix,Unusual dilation of an artery or vein,fariks
Gamidolatry,Worship of marriage,kamitolatr
Nidus,Place where something originates or develops; nest,nitus
Truckle,To submit; to cringe,trukle
Lassitude,State of being tired or weary,lasitute
Diasyrm,Rhetorical device of condemning through faint praise,xiasrm
Peloid,Mud or other semi-solid medium used in baths,peloit
Masterate,Degree or title of a master,masterate
Boscage,Thick foliage; woodland,boskaje
Felicide,Killing of a cat,felisite
Blague,Pretentious nonsense,blakue
Setulous,Covered with small bristles,setulous
Recoct,To cook again; to concoct; to improvise,rekokt
Lientery,Discharge of partially digested food,lienter
Lexer,Law student,lekser
Disillude,To free from illusion,tisilute
Badious,Chestnut-coloured,baxious
Bot,Larva of a botfly that infests horses,bot
Degustation,Eating in a series of small portions,tekustaxion
Linsey-woolsey,Coarse inferior wool or wool-flax weave; nonsense or confusion,"linse,wolse"
Geminate,To double; to arrange in pairs,jeminate
Brilliantine,Light lustrous cotton and worsted fabric,briliantine
Thanatoid,Apparently dead; deathly; deadly,thanatoit
Chaise,Light open carriage for one or two people,shaise
Daedal,Formed with art; displaying inventive skill,taetal
Oncometer,Instrument measuring change in size of internal organs,onkometer
Lazaret,Space in ship between decks used for storage,lasaret
Aventail,Movable front of a helmet,afentail
Auncel,Crude balance for weighing,aunsel
Chromatograph,Instrument for performing chromatographic separations,shromatokraf
Isohel,Line connecting points of equal sunlight,isohel
Timbromania,Craze for stamp collecting,timbromania
Urbacity,Excessive pride in one's city,urbasit
Sebastomania,Religious insanity,sebastomania
Pronasale,Tip of the nose,pronasale
Engrailment,Ring of dots around edge of a coin,enkrailment
Acarology,Study of mites,akaroloj
Contline,Space between casks or strands of rope,kontline
Typhlophile,One who is kind to the blind,tflofile
Stenosis,Narrowing of an orifice,stenosis
Rhinal,"Of, like or pertaining to the nose",rhinal
Placentigerous,Bearing a placenta,plasentijerous
Matrass,Long-necked chemical flask,matras
Quadrable,Capable of being expressed in a finite number of algebraic terms,kuatrable
Doryphorus,Sculpture of a spear-bearer,torforus
Aerenchyma,Respiratory tissue,erenkshm
Entropion,Inversion of the edge of the eyelid,entropion
Agistment,Land tax assessed for cattle pasturing,ajistment
Steatorrhoea,Excretion of fat through the bowels,steatorhoea
Groundprox,Altitude warning system in aircraft,krountproks
Echinate,Like a hedgehog; prickly,ekshinate
Whipstall,Airplane stall causing nose to whip forward and down,wipstal
Osteal,"Of, like or pertaining to, or comprised of bone",osteal
Rachiometer,Instrument for measuring the spine,rakshiometer
Tachograph,Instrument for recording speed of rotation,takshokraf
Soigne,Well-groomed; sleek,soikne
Travelator,Moving footpath for pedestrians,trafelator
Contect,To cover or overlay,kontekt
Quaeritur,The question is asked,kuaeritur
Oomancy,Divination using eggs,omans
Barmkin,Battlement or turret on the outer wall of a castle,barmkin
Keyline,Outline showing shape and position of an illustration,keline
Assurgent,Ascending; rising; curving upward,asurjent
Quatorzain,Piece of verse having fourteen lines; a sonnet,kuatorsain
Abigeus,Cattle rustler,abijeus
Idiologism,Personal speech peculiarity,ixiolojism
Murenger,Official in charge of ensuring city walls are repaired,murenjer
Laticiferous,Containing or conveying latex,latisiferous
Ptarmic,Substance that causes sneezing,ptarmik
Cryobiology,Study of life under cold conditions,kryobioloj
Radiology,Study of X-rays and their medical applications,raxioloj
Antemundane,Before one's own birth; before the creation of the world,antemuntane
Antiphon,Anthem sung as a response during church service,antifon
Theriacal,"Of, like or pertaining to antidotes",theriakal
Encyclical,Letter sent by the pope to multiple bishops,ensklikal
Heliofugal,Moving away from the sun,heliofukal
Adamantine,Unbreakable; impenetrable,atamantine
Pardie,Mild oath; certainly or truly,partie
Plasmophagous,Consuming plasma,plasmofakous
Aculeiform,Shaped like a thorn,akuleiform
Bailment,Delivery of goods in trust,bailment
Plapper,To make sounds with the lips,plaper
Detinue,Wrongful seizure of property; action to recover it,tetinue
Fettling,Loose material thrown on furnace hearth for protection,fetlink
Xeroradiography,Process for taking permanent pictures of X-ray images,seroraxiokraf
Alb,Long white robe worn by priests,alb
Torsive,Twisted spirally,torsife
Epigon,Descendant or successor,epikon
Repository,Side altar in Catholic church,repositor
Bluepeter,Blue flag with white square in centre used as ship's signal,bluepeter
Haematic,Blood-coloured,haematik
Ubicity,Whereabouts,ubisit
Inhumist,Referring to a society that burns its dead,inhumist
Murrain,Epidemic or plague affecting livestock,murain
Freestone,Building stone difficult to split into layers,frestone
Vadimony,Bond or pledge given before a judge,fatimon
Lineolate,Marked with fine lines,lineolate
Zelatrix,Older nun in charge of disciplining younger nuns,selatriks
Paleaceous,Chaffy; like or resembling chaff,paleaseous
Subaerial,In open air,subaerial
Geostrophic,"Of, like or pertaining to deflection due to effects of Earth's rotation",jeostrofik
Venireman,Juror,fenireman
Teutomania,Obsession with Teutonic or German things,teutomania
